LV ActivePower (kW),Wind Speed (miles/h),Temperature,Humidity,Pressure,Wind Speed (m/s)
0,6.144438227,66,68,29.72,2.746805112
0,6.491766167,66,68,29.72,2.902074337
0,6.316311904,68,64,29.7,2.823639393
244.8331706,11.16328812,68,64,29.7,4.990428051
629.3371582,14.45426267,68,64,29.7,6.461622874
969.1546629,16.68148259,68,64,29.7,7.457277616
1288.40035,18.14372092,70,60,29.67,8.110955556
1453.054688,18.9024519,68,64,29.67,8.450138092
1636.529663,19.84321842,68,64,29.67,8.870697657
1861.410644,20.75292533,66,68,29.64,9.27737236
1984.317302,22.0026111,66,68,29.64,9.83603096
2444.043946,23.63874424,66,68,29.64,10.56744671
2487.621663,24.08077862,64,73,29.64,10.76505343
2311.297282,24.13001333,63,72,29.64,10.78706328
1915.720703,21.89395724,61,77,29.64,9.78745842
1930.553304,22.24757365,59,77,29.64,9.94553884
1675.115682,21.11024304,57,82,29.64,9.437107404
1647.575968,21.11292888,57,82,29.64,9.43830808
1619.221964,20.48160143,55,88,29.64,9.156079928
1443.105998,19.53005743,55,88,29.67,8.7307024
1285.7323,18.54827941,55,88,29.67,8.291809082
773.7987468,15.10556396,55,88,29.67,6.75278012
489.3307546,12.2695554,55,94,29.67,5.484972954
160.5553029,8.95815723,55,88,29.67,4.00464797
66.69857279,7.523530181,55,94,29.67,3.363313357
0,4.947966686,55,94,29.67,2.211935361
0,4.363828556,55,94,29.67,1.950802684
0,5.189395764,55,88,29.67,2.319863637
0,5.152956837,55,88,29.67,2.303574006
8.288606643,7.868994142,55,88,29.64,3.51774931
32.77603976,9.136004004,50,88,29.64,4.08415246
35.84678968,8.731840892,50,88,29.64,3.903475682
16.7699407,8.135521104,55,94,29.64,3.636897326
21.19638221,8.426645334,55,88,29.64,3.767041286
6.08681949,7.867520023,55,88,29.64,3.517090321
4.545966783,7.52390351,55,88,29.64,3.36348025
0,6.387615022,55,88,29.64,2.855514686
12.54364649,8.020348021,55,88,29.64,3.585410436
20.31239669,8.415281892,55,88,29.64,3.761961381
0.770599365,7.183262437,55,88,29.64,3.211200317
147.5307668,10.0230354,57,77,29.64,4.48069032
161.3159282,10.13791569,59,77,29.64,4.532046318
247.7089996,11.09502018,61,72,29.64,4.959909598
288.7045593,11.39978694,64,64,29.64,5.096152305
246.458196,11.47598601,66,60,29.64,5.130216281
353.2315979,13.05243619,68,60,29.64,5.834951401
469.0802002,13.99992121,68,60,29.64,6.258514405
477.7478841,13.61803663,66,64,29.61,6.087797006
439.666036,13.12343993,66,64,29.61,5.866692861
569.5009766,14.16680952,68,60,29.61,6.333120028
680.1788126,15.20605257,72,53,29.61,6.797702471
637.4130656,14.36176723,72,50,29.58,6.420273781
279.3345744,15.30234708,72,53,29.58,6.840749899
1145.386129,17.96220272,70,56,29.58,8.029809793
1132.84436,17.9057087,68,56,29.58,8.004554749
912.0370688,16.68972038,68,60,29.55,7.46096023
631.1098531,14.83817425,66,60,29.55,6.633246422
375.7741699,12.69553305,64,64,29.55,5.675401687
250.88974,11.49696962,63,63,29.55,5.13959678
125.2944336,9.901496341,61,72,29.55,4.426357587
88.81516901,9.172741064,59,77,29.58,4.100575368
6.97472,6.261832442,57,77,29.58,2.799284935
0,6.126206229,55,82,29.58,2.738654693
55.3732872,9.191306746,55,82,29.58,4.108874957
124.6121496,9.983705662,55,82,29.61,4.463108381
87.19710668,9.280921504,55,82,29.58,4.148936272
141.6781311,9.907384282,54,88,29.58,4.428989728
172.6088358,10.36907891,54,94,29.61,4.635385354
210.2109731,10.8248984,54,88,29.61,4.839154561
377.7580363,12.61562593,54,88,29.61,5.639680068
323.633433,12.17140597,48,82,29.43,5.441096306
160.7188314,10.76941166,48,82,29.43,4.81434981
124.5483958,9.717307585,48,82,29.43,4.344017982
64.07306671,8.409713235,48,82,29.43,3.759471973
56.8111945,8.946276992,46,87,29.43,3.999337037
128.4787013,9.404517081,50,88,29.64,4.204188347
87.92578125,8.656935321,50,88,29.64,3.869989951
28.7902565,7.971136419,46,87,29.46,3.563410918
40.39225769,8.880030004,46,87,29.46,3.969722033
76.0663147,9.328223435,46,87,29.46,4.170082092
22.01507383,7.961101674,46,87,29.46,3.558924993
0,5.553891181,46,87,29.46,2.482807398
0,4.133749499,46,87,29.46,1.847948313
0,4.133749499,46,81,29.49,1.847948313
0,3.506170108,46,87,29.49,1.567395687
0,4.855980752,46,87,29.49,2.170814037
0,3.544156311,46,87,29.52,1.584377011
0,3.950805086,45,93,29.52,1.766164978
0,3.857461387,45,93,29.55,1.72443668
0,3.710986482,45,87,29.55,1.658956647
0,4.4560128,45,87,29.55,1.99201266
0,4.064199565,45,87,29.55,1.816856762
0,2.772868298,46,81,29.58,1.239580989
0,3.631884599,46,81,29.58,1.623595
0,4.686566875,46,81,29.58,2.095079383
0,4.398939586,46,81,29.58,1.966498693
0,4.349607451,46,81,29.58,1.944445292
0,3.9651581,46,81,29.58,1.772581339
0,4.689451733,46,81,29.58,2.096369028
0,6.49215763,48,76,29.58,2.902249336
67.06885784,9.133228565,48,76,29.61,4.08291173
42.72434855,8.215655066,48,82,29.61,3.672720353
101.8123474,9.061582873,48,82,29.61,4.050883293
75.78513971,8.831703904,48,76,29.64,3.948118369
88.10813267,9.222998343,48,76,29.64,4.123042345
0.942869027,7.333449039,46,81,29.64,3.278339624
0,6.206749432,46,76,29.64,2.774660667
27.79511929,7.906641236,46,81,29.67,3.534579039
119.864933,9.086025476,46,81,29.67,4.061810096
60.38962618,8.011165178,45,81,29.67,3.581305345
66.21422259,8.134218362,45,81,29.67,3.636314949
88.23095193,8.867762393,45,87,29.67,3.964237929
19.70305761,7.571499661,43,87,29.7,3.384757598
0,6.554094085,45,87,29.7,2.929937363
7.438217878,7.66728698,43,81,29.72,3.42757829
0,6.121683074,41,87,29.72,2.736632665
0,6.178952552,39,93,29.72,2.76223437
0,3.361749803,43,87,29.72,1.502834141
0,3.781259209,43,93,29.72,1.690371315
0,4.411147288,43,93,29.72,1.971956015
48.179835,7.892796749,45,87,29.75,3.52839001
175.0392304,10.05910829,45,87,29.75,4.496816317
343.9148967,12.07099345,50,88,29.64,5.396207968
178.375206,10.27541051,50,88,29.64,4.593511899
30.6329298,7.940416723,43,93,29.75,3.549678008
9.372237204,7.095512549,45,87,29.75,3.171972672
23.95928319,8.515288723,43,93,29.75,3.806668361
96.16284435,9.514139106,43,93,29.75,4.253193696
96.16284435,9.514139106,43,93,29.78,4.253193696
42.64207044,7.311182594,43,93,29.75,3.268385649
42.64207044,7.311182594,43,93,29.78,3.268385649
43.0503413,6.511644283,41,93,29.81,2.910960635
0,2.435603635,41,93,29.81,1.088810444
0,5.300834129,41,93,29.81,2.369680961
0,3.745927469,43,93,29.81,1.67457664
0,2.655795278,43,93,29.84,1.187244753
0,1.959309457,45,87,29.84,0.875888248
0,3.371377931,45,81,29.84,1.507138292
0,5.475302092,46,81,29.84,2.44767499
0,2.606866873,46,81,29.87,1.165371835
0,4.231078756,46,76,29.87,1.891458312
0,2.641198133,48,71,29.87,1.180719256
0,3.086188887,48,66,29.87,1.379647593
0,3.35909992,50,66,29.87,1.501649539
0,2.743366101,50,62,29.87,1.226392349
0,6.13330927,50,62,29.84,2.741830031
0,5.455937661,50,58,29.84,2.439018329
0,6.584409161,50,62,29.84,2.943489392
0,5.744375518,50,62,29.84,2.567961375
4.469420961,7.862467451,48,62,29.84,3.514831623
0,6.491282261,48,66,29.84,2.901858012
0,5.742379271,46,71,29.84,2.567068974
0,4.495936938,46,71,29.84,2.009860317
0,3.019959274,45,76,29.84,1.350040356
0,5.268564138,43,81,29.84,2.355255008
240.8456192,11.20692769,43,81,29.87,5.009936651
540.2432556,13.85739498,43,81,29.87,6.194799582
200.6485977,12.91015777,41,87,29.84,5.771347364
246.2005056,10.51065654,41,87,29.84,4.698676109
6.119380317,3.770393716,41,87,29.84,1.685514013
0,5.149322651,41,87,29.84,2.301949382
0,5.294936231,39,93,29.84,2.367044369
0,6.52031024,39,93,29.84,2.914834658
0,6.940374174,39,93,29.84,3.102619728
0,5.380019657,39,93,29.84,2.405080001
0,5.693427577,39,93,29.84,2.545185645
0,6.261461245,43,93,29.52,2.799118995
0,6.809713599,43,93,29.52,3.044209321
24.62495931,8.391704701,43,93,29.52,3.751421451
10.1760699,8.013150937,43,93,29.55,3.582193057
116.8181335,9.493281714,43,93,29.52,4.243869623
371.521698,12.57013909,50,88,29.64,5.619345665
143.4836165,9.200538654,50,88,29.64,4.113001982
151.4738693,9.177164129,43,93,29.55,4.102552652
296.9942373,10.09385319,43,93,29.55,4.512348652
798.8197327,15.01702368,43,93,29.55,6.713199139
375.6610412,11.22883645,43,93,29.55,5.019730727
25.75083923,11.85711077,43,93,29.55,5.300594012
25.75083923,11.85711077,43,93,29.52,5.300594012
517.5410767,11.62066618,43,93,29.55,5.194893996
380.0723724,12.94915863,43,93,29.55,5.788782279
10.6741395,7.169775282,46,81,29.55,3.205171029
3.455997894,7.186677513,48,76,29.55,3.21272699
18.44546032,7.153816151,50,76,29.52,3.198036671
31.23483594,7.83744423,50,76,29.52,3.503645261
90.7701238,8.711870067,52,71,29.52,3.894547939
131.7544479,9.55231295,52,71,29.52,4.270258903
243.3533274,11.08830807,50,76,29.49,4.956909021
439.3627014,13.51310825,50,82,29.49,6.040889899
655.469869,14.95281952,52,76,29.49,6.684497356
679.9182943,15.09426878,52,71,29.49,6.747730732
623.630778,14.57305439,50,76,29.46,6.514727434
670.461263,14.93116497,50,76,29.46,6.674816926
956.4870608,16.51747497,48,82,29.46,7.38395977
1007.184977,16.462214,48,82,29.46,7.35925595
1055.442383,17.01313833,46,87,29.43,7.605540752
820.8292236,16.14336738,46,87,29.4,7.216718992
571.6828715,14.24095172,46,81,29.4,6.366264502
26.60344652,6.652247245,45,87,29.4,2.973815679
0,5.630328114,45,87,29.37,2.516977708
3.319389343,7.588719936,46,81,29.34,3.392455737
18.38275401,7.881021577,46,81,29.34,3.523126046
7.234206994,7.936571428,46,81,29.34,3.54795901
3.294785659,5.193600612,46,81,29.34,2.321743369
0,5.173770676,46,87,29.32,2.312878609
0,3.753081355,52,62,29.7,1.677774708
0,3.985342567,52,58,29.7,1.781604588
0,5.422721368,52,62,29.7,2.424169342
0,3.761362427,48,71,29.67,1.681476672
0,3.257362215,50,88,29.64,1.456168791
0,1.592785973,50,88,29.64,0.712037861
0,2.641484441,48,76,29.67,1.180847247
0,1.250769246,48,71,29.67,0.559142957
0,4.192848736,50,66,29.67,1.874367992
0,5.597016975,48,71,29.67,2.502086321
8.442456563,7.466328435,48,76,29.67,3.337741931
8.442456563,7.466328435,46,81,29.67,3.337741931
24.95414671,7.394137328,50,71,29.67,3.305469672
40.72836939,7.227098269,61,48,29.67,3.230796655
135.0245336,9.530232458,64,42,29.67,4.260388056
69.72057087,7.609765594,64,42,29.67,3.401863972
39.02681804,6.816030869,66,43,29.64,3.047033389
2.145266056,8.575447239,68,33,29.64,3.833561579
871.7895547,14.32807914,68,40,29.64,6.40521388
1307.684332,16.90668567,68,43,29.64,7.557952236
1307.684332,16.90668567,70,38,29.64,7.557952236
1307.684332,16.90668567,70,40,29.61,7.557952236
435.8947773,11.39887731,70,38,29.61,5.095745666
828.9107463,16.14584736,72,35,29.61,7.217827638
1007.144002,16.79287029,72,35,29.58,7.50707229
1479.917318,18.87515155,68,37,29.58,8.437933763
1965.437297,21.3849653,68,40,29.55,9.559919039
2435.674642,23.71803661,68,43,29.55,10.60289351
2335.690674,22.93043196,66,40,29.55,10.25080331
1331.70225,17.9304217,64,45,29.55,8.01560243
1456.854655,18.73426441,64,45,29.52,8.37495168
1516.311035,18.85393896,64,49,29.52,8.428450902
1997.581706,21.95198404,63,48,29.52,9.813398678
2109.912679,23.09540668,61,48,29.52,10.32455349
1958.699015,22.46158754,61,48,29.52,10.04121145
862.0380655,14.86474536,61,45,29.52,6.645124753
280.5946172,9.536953637,61,48,29.52,4.263392687
49.22973602,7.51294433,59,55,29.52,3.358581066
119.4592056,9.566263392,59,59,29.52,4.276495298
453.7549947,13.11001002,61,52,29.52,5.860689163
501.1347046,13.77236755,61,52,29.52,6.156788985
102.1590913,8.9084107,61,52,29.52,3.982409318
0,6.897839306,61,52,29.52,3.083604972
0,5.271301443,63,48,29.52,2.356478691
0,6.603887548,55,94,29.52,2.952196996
19.18156149,7.757386534,55,94,29.52,3.467856328
0,3.644835135,55,94,29.52,1.629384398
0,2.647500559,50,88,29.64,1.183536688
0,4.228104387,50,88,29.64,1.890128652
0,2.868358284,55,94,29.52,1.282268762
0,2.944212692,55,94,29.52,1.31617866
0,6.932799137,55,94,29.52,3.099233389
0,6.379887808,55,94,29.52,2.852060318
0,3.36859658,55,94,29.52,1.505894919
0,1.474496966,55,94,29.52,0.659158031
0,1.322366117,55,94,29.52,0.591149569
0,2.461967995,55,94,29.52,1.100596348
0,3.566243825,55,94,29.52,1.594250997
0,2.481555934,57,88,29.52,1.109352926
0,1.558288182,57,88,29.52,0.696615994
0,2.631049212,57,88,29.52,1.17618229
0,3.195507894,57,88,29.52,1.428517481
0,3.021512325,59,82,29.52,1.350734631
0,1.682852438,59,88,29.52,0.752301107
0,1.715667959,59,88,29.52,0.766970933
0,2.849463362,61,82,29.52,1.27382199
13.4352506,7.416674349,63,77,29.52,3.315544605
294.8199615,11.72101683,64,73,29.52,5.239754677
509.4763082,13.65217816,64,73,29.52,6.103059609
898.1288452,16.13145923,64,77,29.49,7.211395582
877.8232523,15.63305883,64,77,29.49,6.988591035
923.1329751,17.04544521,63,77,29.49,7.619983196
1064.850403,17.1661121,63,77,29.46,7.673926035
920.3963013,16.27634171,63,77,29.49,7.276163737
1184.810669,18.55041343,63,77,29.46,8.292763074
1234.54598,18.29568635,61,82,29.46,8.178890069
786.1412353,15.30422937,61,82,29.49,6.841591358
398.4166056,11.41658784,59,88,29.49,5.103662968
232.1454366,12.89644306,59,82,29.46,5.765216351
127.4794134,9.330521191,59,88,29.49,4.171109279
1200.428477,17.09247799,59,88,29.49,7.641008695
2078.540039,21.27869079,59,82,29.49,9.512410164
2099.871989,22.22969578,59,88,29.49,9.937546729
693.2502848,14.98684798,59,88,29.52,6.699709416
86.87702053,8.490744255,59,82,29.49,3.79569602
0,6.360005872,59,82,29.49,2.843172312
17.96578979,7.534422517,59,88,29.49,3.368182659
233.9167328,11.0927706,57,94,29.49,4.958903949
124.0531069,9.605983888,68,78,29.4,4.294251919
437.5522664,13.01587441,68,78,29.4,5.818606853
739.8114217,14.88811687,68,78,29.4,6.655572733
1827.527629,19.52311421,68,78,29.4,8.727598508
1149.677083,17.19312695,68,78,29.4,7.686002731
578.2951355,13.89331604,50,88,29.64,6.210857709
440.7630412,13.26942888,50,88,29.64,5.931955655
20.87868786,5.699327076,70,73,29.4,2.547822953
0,4.72940556,68,78,29.4,2.114229957
0,4.468316679,70,73,29.4,1.997512977
0,6.108871288,70,73,29.4,2.730905294
0,4.442609109,68,78,29.4,1.986020684
0,4.442609109,68,83,29.43,1.986020684
0,4.102526964,70,73,29.4,1.833990614
0,4.102526964,68,83,29.43,1.833990614
17.73980967,6.699342959,68,83,29.43,2.994869312
3.582570077,5.864054689,70,83,29.43,2.621462663
0,2.279708821,70,73,29.43,1.019119342
0,2.84860888,70,73,29.43,1.273440003
0,4.482315472,72,69,29.43,2.003770987
0,2.899449889,75,61,29.43,1.29616793
0,5.756650952,75,57,29.43,2.573448976
0,3.352116522,77,54,29.43,1.498527686
0,3.859698967,77,54,29.43,1.725436966
0,4.273735757,77,54,29.46,1.910527666
0,3.096967314,79,51,29.43,1.384465973
0,3.54913795,79,51,29.43,1.586603999
0,2.563428726,79,51,29.43,1.145953278
0,5.240140862,79,51,29.43,2.342548688
0,4.333942984,81,48,29.43,1.93744266
81.9884491,8.846024474,81,48,29.4,3.954520226
487.4159037,13.41027798,79,54,29.4,5.994920731
1184.017008,17.19704442,81,51,29.4,7.687753995
240.2949685,9.150539237,81,51,29.4,4.09065028
60.98050055,8.433216648,81,48,29.4,3.769978921
0.059488669,5.41804168,81,48,29.4,2.422077338
0,6.332786763,79,51,29.4,2.831004302
69.03467894,7.817103097,81,45,29.4,3.494551976
630.0593262,14.15493799,81,45,29.43,6.32781299
1983.631388,21.29933699,77,61,29.43,9.521639825
2154.664998,22.17029868,77,61,29.43,9.910993892
2217.622966,22.1565445,75,65,29.46,9.904845237
2190.470744,22.31598826,75,57,29.46,9.976122857
2420.707682,23.23957165,75,61,29.46,10.38900089
2299.098307,22.13283487,73,69,29.46,9.894246101
2150.497721,21.76983757,73,69,29.49,9.731972057
1862.058675,19.29067846,72,73,29.49,8.623690605
2164.640991,21.44516595,72,73,29.49,9.586831094
2321.911295,21.9043038,72,69,29.49,9.792083741
2501.563721,22.65045109,70,78,29.49,10.12564087
2105.334676,21.01694832,73,57,29.55,9.395401001
2109.850667,20.826787,73,57,29.55,9.310391426
1842.871012,19.60722929,72,64,29.55,8.765201251
1103.191936,16.62155892,72,64,29.55,7.430489381
353.6770071,11.56866313,72,64,29.55,5.171646595
1784.975342,20.41028196,50,88,29.64,9.124197324
2513.675618,23.26176095,50,88,29.64,10.39892038
1805.321981,19.73465487,72,64,29.55,8.822165489
1298.850016,17.16625219,72,64,29.52,7.67398866
1560.067017,17.91273903,72,64,29.52,8.007697582
687.3545176,13.56765989,70,73,29.52,6.065276623
0,6.545129906,70,73,29.52,2.925930023
0,6.545129906,72,64,29.55,2.925930023
443.7537563,11.36372827,70,73,29.52,5.080032666
443.7537563,11.36372827,73,65,29.55,5.080032666
9.54222997,4.345894867,73,65,29.55,1.942785621
0,3.388607717,75,61,29.55,1.514840683
0,6.197191838,77,57,29.55,2.770388047
1.445000351,7.12150287,79,57,29.55,3.183591366
13.04954815,7.383715387,81,51,29.55,3.300810655
1.81546704,5.57691362,82,48,29.55,2.493099332
36.33171207,6.385034246,86,37,29.52,2.854360978
1.487131278,5.491443176,86,31,29.55,2.454890688
0,4.616987471,88,31,29.55,2.063974658
0,5.0902987,86,33,29.52,2.275563359
0,5.726708137,88,31,29.52,2.560063362
0,4.342520855,88,33,29.52,1.941277305
0,6.297493778,90,31,29.52,2.815226952
169.8084488,10.20239434,90,36,29.49,4.560870806
494.7670339,13.23714832,88,33,29.49,5.917524974
14.79426002,6.737542402,86,37,29.49,3.011945963
9.51157697,6.823113645,86,35,29.49,3.050199668
159.4188169,10.13720068,86,31,29.49,4.531726678
647.7385051,14.059964,84,30,29.52,6.285355886
476.2846578,12.77694629,82,37,29.52,5.711796602
391.7535299,12.24137221,81,37,29.52,5.472373962
487.3177389,12.91924035,79,42,29.52,5.775407632
535.8101196,13.34787042,77,44,29.52,5.967022101
564.0684001,13.0295813,77,47,29.52,5.82473437
752.0308634,14.19118012,75,50,29.52,6.344014645
1233.175333,17.26238244,75,53,29.52,7.716962655
648.5803223,14.20097415,73,61,29.52,6.348392963
829.8119303,15.04227925,73,61,29.52,6.724489371
977.8593547,16.04803215,72,64,29.52,7.174100399
933.4822389,15.64969262,72,64,29.52,6.996026993
638.9509074,14.26265035,72,69,29.52,6.375964642
744.5298055,14.73088038,75,83,29.55,6.585281849
975.4773356,15.88341653,75,83,29.55,7.100510756
1459.3243,17.6920077,75,83,29.55,7.909022013
2568.647054,23.09786712,75,83,29.55,10.3256534
2086.52828,21.29763887,73,88,29.55,9.520880699
1580.078654,18.5786176,50,88,29.64,8.305371443
1011.033305,15.92143642,50,88,29.64,7.11750714
281.9619598,10.98433647,73,88,29.55,4.910429637
84.1620172,8.277859784,73,83,29.55,3.700528304
403.5446014,11.63572167,73,83,29.55,5.201624393
742.1067912,14.33240254,72,88,29.55,6.407146613
637.6790771,14.00981942,72,83,29.55,6.262939294
726.5719197,14.58283704,73,83,29.55,6.519100666
669.1214091,14.17506792,73,83,29.55,6.33681186
394.115743,12.24059071,77,74,29.58,5.4720246
417.3811646,12.52407875,77,74,29.58,5.598754883
199.8698273,10.23399278,81,70,29.58,4.574996551
63.22317632,8.147661072,81,65,29.58,3.642324368
89.89624532,8.563553845,82,58,29.58,3.828244765
81.88654836,8.257309052,84,55,29.58,3.69134132
90.22083155,8.358465032,84,51,29.58,3.736562014
27.02633731,6.676157765,84,48,29.58,2.98450462
116.8511785,8.752530464,86,48,29.58,3.912724733
205.5565948,10.01963615,86,51,29.58,4.47917072
423.9363098,12.20176194,86,48,29.58,5.454666615
218.0112686,9.7946334,86,48,29.58,4.378585657
55.32334412,7.056027428,88,49,29.58,3.154321273
61.6649208,7.40517224,86,51,29.55,3.310402711
25.11131807,7.299037468,86,51,29.55,3.262956301
219.7971026,10.09731058,88,49,29.55,4.51389424
275.7416026,10.91047267,86,48,29.55,4.877409617
416.6714681,12.65527923,86,48,29.55,5.657406648
336.978007,11.97572577,86,48,29.55,5.353619576
171.2743683,9.911083445,86,48,29.55,4.430643399
196.8925985,10.26136336,84,48,29.55,4.587232272
293.4723714,11.42931411,84,51,29.55,5.109352112
273.5507965,11.27948662,82,54,29.55,5.042373339
163.1795654,10.08756988,81,65,29.55,4.509539763
393.3028971,12.4009429,81,70,29.55,5.543708324
288.731603,11.43641698,79,74,29.58,5.11252737
87.15053304,9.036820274,77,83,29.58,4.039813439
432.6735331,12.58839456,77,83,29.58,5.627506574
527.8829346,13.20719376,77,83,29.58,5.904134114
702.4046428,14.28295237,77,83,29.61,6.385040442
939.6737466,15.56628971,75,89,29.61,6.958742619
577.3906657,13.60620919,75,89,29.61,6.082509676
736.082072,14.50343232,75,89,29.58,6.483603637
968.5152993,15.36049513,75,89,29.58,6.866744359
461.1563517,12.82879395,72,73,29.4,5.734974543
393.8003337,12.47512208,72,69,29.4,5.576869329
245.7478638,10.90391878,72,78,29.4,4.874479771
134.8089396,9.820427633,70,83,29.37,4.390116692
53.089859,7.641382347,70,83,29.37,3.415997902
276.6219991,11.25407247,50,88,29.64,5.031012217
117.452535,9.44204791,50,88,29.64,4.220966101
619.952596,14.1809132,70,83,29.37,6.339424928
324.3279673,11.46146064,70,83,29.4,5.123722871
239.0814667,10.95010321,70,83,29.4,4.895126025
755.3352051,14.79446802,70,78,29.37,6.613708019
896.795634,15.1765389,70,73,29.37,6.784508705
896.795634,15.1765389,70,78,29.4,6.784508705
739.5860596,14.60824479,68,83,29.4,6.530458927
504.993988,13.1980607,68,83,29.4,5.900051276
211.7393341,10.38349371,70,83,29.4,4.641829332
423.667155,12.54967529,72,73,29.43,5.610197544
240.9506734,10.70755272,72,73,29.43,4.786696434
285.6341654,11.38584859,73,69,29.43,5.089921315
298.0033366,11.3875755,73,69,29.43,5.090693315
274.0588989,11.15043509,72,64,29.43,4.984682242
264.8948924,11.03283413,73,61,29.43,4.932109992
209.252683,10.03943364,75,65,29.46,4.488020976
357.4947611,11.8239271,73,65,29.46,5.285759608
152.4326757,9.045165436,75,61,29.43,4.043544054
112.0656509,8.947417426,77,57,29.43,3.999846856
82.98484293,8.508076883,77,57,29.43,3.803444385
106.5497513,8.683774167,79,51,29.43,3.881987969
152.9543711,9.634222542,75,61,29.46,4.306875706
351.0693258,11.58903164,77,54,29.46,5.180752118
441.5106303,12.99185083,72,78,29.46,5.807867368
436.298645,12.85300065,64,94,29.46,5.745795886
510.973938,13.58274205,68,83,29.46,6.072018941
635.6327108,14.16362875,70,83,29.46,6.3316981
367.8922628,12.2171993,72,78,29.46,5.46156772
202.69723,10.51746465,70,83,29.46,4.701719602
43.01086394,8.406857441,70,83,29.46,3.758195321
6.129089635,5.821764618,70,88,29.46,2.602557341
120.2340342,9.506842112,70,88,29.46,4.249931653
165.6348648,10.32606779,70,88,29.46,4.616157691
107.5387713,9.21781155,68,94,29.46,4.120723645
437.2757365,13.02820034,70,88,29.49,5.824117025
590.3305054,14.07118095,68,88,29.49,6.290370305
727.5315959,15.21078781,68,88,29.46,6.799819311
1023.062927,16.45832853,68,88,29.46,7.357518991
960.5004271,16.17505951,68,88,29.46,7.230886618
93.9277366,8.495802162,68,88,29.46,3.797957103
56.63546753,7.565545054,68,94,29.46,3.382095655
218.2345327,10.76735337,68,94,29.46,4.813429674
181.0246684,10.09548073,55,88,30.02,4.513076226
378.1019389,12.12874968,55,88,30.02,5.42202727
279.9140421,11.23243819,55,88,30.02,5.021340847
151.6307704,9.702743463,54,94,30.05,4.337507248
103.5644455,9.050202898,54,88,30.05,4.045795997
108.0031688,9.161433442,50,88,29.64,4.095520417
82.98572985,9.006062179,50,88,29.64,4.026063363
304.6972961,11.09961355,52,94,30.02,4.961963018
722.0652262,14.53148964,54,88,30.02,6.496146361
205.357282,9.977895586,54,88,30.02,4.460511049
85.3998861,8.728605369,52,94,30.02,3.902029276
9.83975347,8.726510989,54,88,30.02,3.901093006
225.4362691,10.70631185,54,88,30.02,4.786141714
176.9863383,9.712282925,54,88,30.02,4.341771762
53.14253044,8.000488839,55,77,30.02,3.576532602
2.021466732,6.093041936,57,72,30.05,2.723828952
0,6.08036224,61,63,30.05,2.71816063
0,4.568667328,63,59,30.05,2.042373657
0,6.151275493,64,56,30.05,2.749861638
0,6.260840275,66,52,30.05,2.798841397
0,4.267968881,66,52,30.05,1.907949646
0,4.443409101,68,52,30.05,1.986378312
0,3.680478428,68,52,30.02,1.645318349
0,3.696241383,68,56,30.02,1.652365009
0,4.243619078,70,49,30.02,1.897064328
0,3.929094901,70,49,30.02,1.756459673
0,5.111405603,68,49,30.02,2.284998973
0,4.854621478,70,46,30.02,2.170206388
0,6.501848734,68,49,30.02,2.90658164
0,6.438058077,66,49,30.02,2.878064712
11.81383006,8.020324555,66,46,30.02,3.585399946
159.7831701,10.12310055,64,52,30.02,4.525423368
83.50169945,8.811012198,63,55,30.02,3.938868364
0,4.077900628,61,59,30.02,1.822981675
0,2.215984297,61,63,30.02,0.990631978
0,4.249297955,59,63,30.02,1.899603009
0,2.265032121,59,63,30.02,1.012558281
0,2.175260343,59,63,30.02,0.972426772
0,2.078316947,59,63,30.02,0.929089268
0,4.22490193,59,63,30.02,1.888697028
0,5.538244403,57,67,30.02,2.475812674
0,4.81062529,57,67,29.99,2.150538365
0,6.118589415,57,67,29.99,2.735249678
0,6.574100464,61,82,29.87,2.938881
0,5.474089659,61,82,29.87,2.447132985
0,5.98945896,61,82,29.87,2.677523295
0,6.032223336,61,82,29.84,2.69664065
0,6.365945724,61,82,29.84,2.845827659
15.90691376,8.376946804,61,82,29.84,3.744824092
176.3032685,10.10170058,61,82,29.84,4.515856743
133.5323525,9.588471884,61,82,29.84,4.286423366
185.5734227,10.28181578,61,82,29.84,4.596375306
300.4423625,11.41079945,59,88,29.84,5.101075331
134.1504173,9.356999151,61,77,29.84,4.182945967
167.3529307,9.854211476,61,77,29.84,4.405219396
258.5881373,10.42703923,61,77,29.84,4.661295891
835.7493491,14.7774065,59,82,29.84,6.60608085
1142.705017,16.71206611,61,77,29.84,7.47094965
940.6218261,15.60456738,61,77,29.84,6.975854238
846.7390951,14.96861172,63,72,29.84,6.69155709
1051.748067,16.01435177,63,68,29.84,7.159043948
712.0329183,14.41310326,63,68,29.84,6.443223
607.9613037,13.54733369,64,64,29.84,6.056190014
438.5548503,12.38663549,64,64,29.84,5.537312349
115.5847769,11.33118068,64,64,29.84,5.065482616
651.921875,14.07405772,66,60,29.81,6.291656335
443.2320964,12.44000313,64,64,29.81,5.561169783
446.4887746,12.50749971,68,60,29.81,5.591343403
305.6329651,11.60190867,66,64,29.78,5.186508656
582.1141357,13.65550578,64,68,29.78,6.104547183
353.1458028,11.96537707,63,72,29.78,5.348993301
238.5513662,10.81249142,63,72,29.78,4.83360815
355.0209046,11.87361016,61,77,29.78,5.307969888
525.1369731,13.38170617,61,77,29.81,5.982148012
426.8072917,12.88049122,59,82,29.81,5.758085251
360.6023,11.84904294,59,82,29.81,5.296987375
